CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
171,53,M,4,Graduate,Married,$80K - $120K,Silver,45,2,3,5,3725.639409106755,1478,2247.639409106755,0.17626952025605047,5080,72,0.09779234397018055,0.27449766755792293
172,59,F,4,Uneducated,Unknown,Unknown,Blue,38,5,3,3,21486.244918643526,2517,18969.244918643526,0.0,3663,61,0.4105025877472019,0.32773484129253433
173,57,F,4,College,Single,$80K - $120K,Blue,39,5,4,2,9347.267098255175,367,8980.267098255175,0.0,6794,100,1.347205531758863,0.19567121323917458
174,38,F,1,Uneducated,Married,Less than $40K,Silver,31,4,1,3,5130.285275514052,810,4320.285275514052,0.693755815241955,1158,16,0.0,0.659318932398565
175,45,F,3,High School,Divorced,Less than $40K,Blue,37,3,6,2,14996.304437581515,219,14777.304437581515,0.1825652410976497,3702,58,1.3527628894844246,0.0
176,51,F,2,Uneducated,Married,$40K - $60K,Silver,20,4,4,5,6766.006419449103,0,6766.006419449103,0.0,4503,66,0.0,0.0
177,42,M,3,Graduate,Married,Less than $40K,Blue,35,4,2,2,3117.553380421017,0,3117.553380421017,0.9486912990735507,4616,74,0.6463243029783381,0.1751649499959178
178,32,M,2,Graduate,Unknown,Less than $40K,Blue,40,2,2,2,1438.3,328,1110.3,3.124039075533985,1800,27,0.5983590563546091,0.5604935173301389
179,46,M,1,Graduate,Single,$80K - $120K,Blue,25,3,2,3,24317.26021088835,851,23466.26021088835,0.0,2696,55,0.8811874824014518,0.4802082038352393
180,61,F,1,High School,Married,$120K +,Blue,39,2,1,4,26175.55053967751,1128,25047.55053967751,0.26157871384774983,2161,59,0.0,0.3372734456694733
181,45,M,3,Graduate,Married,$60K - $80K,Blue,42,4,2,0,1438.3,1874,3.0,0.5842037741895351,563,10,0.21168718753086674,0.45643568594242306
182,34,M,5,High School,Married,$80K - $120K,Blue,31,3,1,1,7158.971015559221,1585,5573.971015559221,0.0,7235,122,1.1496478787095392,0.0
183,48,F,4,Unknown,Single,Less than $40K,Blue,44,3,5,6,1438.3,784,654.3,0.6519006904853091,780,10,3.6125480266974237,0.0
184,52,F,4,Graduate,Single,Less than $40K,Blue,28,3,1,1,1438.3,541,897.3,0.16309925778597245,1834,29,0.731828128159372,0.529175613019423
185,46,F,2,Unknown,Single,Less than $40K,Blue,39,2,5,4,15204.24545607757,1595,13609.24545607757,0.0,6164,81,0.10173855572497392,0.4998585801142722
186,58,M,3,Graduate,Married,$60K - $80K,Blue,41,4,2,3,6668.8972773484,1260,5408.8972773484,0.0,3167,64,0.937612176258472,0.45895892867019333
187,44,M,1,Unknown,Married,$40K - $60K,Blue,25,4,2,1,1438.3,0,1438.3,0.0,3918,63,0.0,0.6300014125880897
188,41,F,0,Uneducated,Single,$40K - $60K,Blue,31,2,4,5,13111.497559003894,0,13111.497559003894,1.303764597292325,5660,90,1.5166795876518282,0.22336533047130402
189,57,F,1,Post-Graduate,Married,Less than $40K,Blue,26,5,2,4,3452.702849541224,825,2627.702849541224,0.3282133789036986,7338,95,0.668208784540979,0.31866803471424876
190,54,F,0,Unknown,Single,Less than $40K,Blue,40,4,1,2,4350.266414943311,954,3396.2664149433112,0.0,2648,53,0.6848123825931266,0.15896671233145943
191,55,F,0,Graduate,Married,Unknown,Blue,26,4,6,2,6976.84566987964,1784,5192.84566987964,1.4624563669910207,2532,44,0.1258482804838374,0.36793639822301144
192,42,M,1,Uneducated,Single,$40K - $60K,Blue,37,4,0,5,4589.866599494334,0,4589.866599494334,0.9839268370475506,3552,56,0.0,0.0
193,27,F,0,Unknown,Married,$40K - $60K,Blue,35,3,0,1,20001.701316994768,397,19604.701316994768,1.56250048029573,1669,24,0.46086871057791723,0.6705118654606427
194,50,F,2,Graduate,Married,$40K - $60K,Blue,38,4,5,4,18140.71427409487,552,17588.71427409487,1.029049341246977,4929,73,0.2715350594151306,0.4039732067572308
195,42,M,1,Uneducated,Married,$60K - $80K,Silver,16,4,2,2,6605.004255023399,1113,5492.004255023399,0.7519649955451352,3915,62,3.4049141708351933,0.0
196,48,M,1,Graduate,Married,$80K - $120K,Blue,45,3,3,2,1438.3,0,1438.3,0.4852507478392803,1997,41,0.12040448567321382,0.046786389503877285
197,36,F,3,Unknown,Single,$60K - $80K,Blue,42,2,1,2,3200.3752822077895,1392,1808.3752822077895,1.5797663436722897,1782,26,0.0,0.42044067516719735
198,38,M,2,Unknown,Married,$40K - $60K,Blue,34,2,2,5,1438.3,765,673.3,0.5463416724593437,2842,67,0.959422696079374,0.0
199,47,F,1,Graduate,Married,Less than $40K,Blue,33,3,1,1,14893.744891313572,0,14893.744891313572,0.9479192417582465,4566,56,0.0,0.0
200,32,F,3,Unknown,Unknown,$80K - $120K,Blue,24,4,0,2,3773.2865662481536,1021,2752.2865662481536,0.06952692278992156,3240,40,0.7339231068385001,0.0
201,46,M,1,Post-Graduate,Married,Less than $40K,Blue,54,1,4,6,1438.3,1815,3.0,0.0,2711,37,0.8530031845171193,0.23983898236918577
202,55,F,0,Graduate,Single,Less than $40K,Blue,52,5,0,3,18014.189854719465,846,17168.189854719465,0.0,1956,55,1.400033212335407,0.46972742505753057
203,27,F,1,College,Single,Less than $40K,Blue,47,4,4,2,2703.809014765113,1214,1489.8090147651128,0.2838184478588787,4869,72,0.0,0.2597506820686711
204,64,M,1,High School,Married,$60K - $80K,Blue,32,6,3,2,3253.910873996303,245,3008.910873996303,0.19154943104235556,1802,31,2.0879650039802886,0.0
205,45,F,0,Unknown,Unknown,Less than $40K,Blue,26,4,2,2,11079.091803921081,2517,8562.091803921081,1.0542137777036584,1699,30,2.941581834436242,0.04028821765480968
206,49,F,5,Graduate,Married,$120K +,Blue,35,3,0,1,1438.3,1189,249.29999999999995,1.5996804592330212,11730,139,0.0,0.0
207,51,F,2,High School,Divorced,Less than $40K,Blue,40,2,1,0,17184.297289709884,805,16379.297289709884,0.0,2298,33,0.0,0.2982793631149221
208,52,M,1,Uneducated,Married,Unknown,Blue,48,4,2,1,7652.523170747281,1341,6311.523170747281,0.0,3779,53,0.0,0.32743621751938057
209,40,M,2,Doctorate,Married,$120K +,Blue,36,2,4,4,22246.012816776238,1522,20724.012816776238,0.21509682986312367,4300,65,0.7834298292751256,0.46314669814770276
210,50,F,5,Graduate,Married,$80K - $120K,Blue,47,3,5,1,8355.400779369515,0,8355.400779369515,0.9988999082131103,5580,79,1.9297260377618581,0.5019842323765564
211,51,F,0,High School,Single,Unknown,Blue,38,4,5,0,15860.22089561796,1903,13957.22089561796,0.9335586179465081,1527,31,2.032119364672334,0.1560595926413861
212,48,M,2,Graduate,Single,Unknown,Blue,36,3,1,0,5940.065916174075,0,5940.065916174075,2.7166791567954682,510,10,0.6334148501282864,0.4496825458229558
213,49,M,3,Unknown,Married,Less than $40K,Blue,36,1,3,5,6533.03260011008,0,6533.03260011008,0.0,510,10,0.5113490538742811,0.0
214,43,M,0,Uneducated,Single,$40K - $60K,Blue,42,4,0,3,1438.3,1049,389.29999999999995,1.2680770198821956,1256,18,0.0,0.0
215,39,M,0,Unknown,Married,$80K - $120K,Blue,30,4,3,2,1438.3,488,950.3,1.2862954741531665,3992,58,0.0,0.020292184198003604
216,50,M,0,Unknown,Unknown,Unknown,Blue,24,4,4,0,17364.763989732015,2517,14847.763989732015,0.4978459666213816,1838,26,2.133735620484936,0.1288432719407585
217,46,F,2,Graduate,Married,$80K - $120K,Blue,31,5,2,4,11445.327114702362,759,10686.327114702362,1.5130362541549265,7566,74,1.235691993164635,0.8573478936991438
218,33,M,1,Unknown,Single,Less than $40K,Blue,40,5,5,2,5417.652713974865,2408,3009.652713974865,0.9190606176623086,5264,87,0.0,0.0
219,47,M,2,High School,Married,$40K - $60K,Blue,43,5,0,4,1438.3,0,1438.3,1.2675248238594186,2196,29,0.3196942955663112,0.14725002127980386
220,41,M,4,Uneducated,Single,$80K - $120K,Blue,25,3,2,4,4174.646948080156,1227,2947.646948080156,0.5232305919006572,510,10,0.0,0.11004738487449273
221,52,F,3,College,Married,$40K - $60K,Blue,18,4,0,0,10461.482896641528,42,10419.482896641528,0.9637622407428411,4119,63,0.0,0.6240476719105833
222,60,M,4,Graduate,Married,Less than $40K,Blue,34,3,2,1,4653.546725381144,2341,2312.546725381144,2.161808072991181,4677,56,0.0,0.0
223,55,M,0,High School,Married,$60K - $80K,Blue,27,6,0,4,6301.99142699261,227,6074.99142699261,0.6112640184077752,5153,60,0.0,0.015897766500875737
224,54,M,1,College,Married,Less than $40K,Blue,28,2,1,6,4615.236151172352,0,4615.236151172352,0.24584169878918616,898,22,0.2359890769472392,0.0
225,56,F,1,Unknown,Single,Less than $40K,Blue,40,2,0,2,14567.651989812806,0,14567.651989812806,0.0,1928,34,1.8524078715669143,0.0
226,39,M,3,Uneducated,Single,$40K - $60K,Blue,35,4,4,0,10452.997907255167,524,9928.997907255167,1.1403132462117611,6596,86,0.5642043336389525,0.0
227,48,F,1,Uneducated,Married,Less than $40K,Blue,31,3,0,3,7133.908327433209,1667,5466.908327433209,0.29095708706167556,4707,78,0.9181659901757826,0.35316396365523595
228,36,M,1,High School,Unknown,Less than $40K,Blue,23,3,4,3,14700.08224282255,1543,13157.08224282255,0.0,1001,16,2.0531545326994176,0.9928904231810786
229,58,M,2,Uneducated,Single,$60K - $80K,Blue,35,3,1,2,3114.731246539819,429,2685.731246539819,1.6119124441775543,3929,88,0.7506553758502283,0.4102619428718198
230,33,F,2,Graduate,Single,$80K - $120K,Blue,45,6,2,2,14912.892040783543,1284,13628.892040783543,0.06605444688550133,3448,44,0.0,0.0
231,40,M,1,Uneducated,Married,Unknown,Blue,26,5,4,3,10594.17806681038,769,9825.17806681038,0.5289787054969005,3135,48,0.0,0.3201657851721116
232,41,F,4,College,Unknown,$40K - $60K,Blue,38,3,4,3,1438.3,781,657.3,0.06385069592559345,3951,60,0.0,0.11943958274681288
233,49,F,4,Graduate,Single,Less than $40K,Blue,33,5,5,1,8693.822476458761,599,8094.822476458761,1.3581680341271132,1367,24,0.050284037902548206,0.0
234,58,F,2,Graduate,Single,$60K - $80K,Blue,33,4,2,4,23357.137385871458,228,23129.137385871458,0.0,4542,63,0.6571271977159504,0.0
235,66,M,2,Unknown,Married,$120K +,Blue,40,5,2,6,16056.830730943002,325,15731.830730943002,0.0,5553,83,0.0,0.0
236,54,M,1,College,Single,$40K - $60K,Blue,40,3,2,2,11304.817963776568,2257,9047.817963776568,1.3907383347036282,5548,78,0.0,0.3373924392140178
237,45,F,2,Unknown,Single,$40K - $60K,Blue,45,6,2,0,14614.555708926775,1527,13087.555708926775,1.3170316957810428,5449,62,0.0,0.0
238,38,M,1,College,Single,$40K - $60K,Silver,46,4,2,0,12666.551707689501,1298,11368.551707689501,0.0,5562,71,0.8806112469605631,0.18648759750428973
239,44,F,0,Unknown,Divorced,$80K - $120K,Blue,42,5,6,3,21000.82741886132,803,20197.82741886132,1.4183340601880379,5455,66,1.6892547667865654,0.6602524117989489
240,40,F,3,Graduate,Single,Less than $40K,Blue,48,4,0,1,4717.214488657535,696,4021.214488657535,2.216607539637857,601,10,0.0,0.4703975459664863
241,48,M,2,College,Single,Less than $40K,Blue,48,5,0,5,6108.114350534094,1299,4809.114350534094,0.2938072900794021,2895,38,1.0337334747824198,0.999
242,32,F,2,High School,Single,Unknown,Blue,48,2,2,3,1438.3,2517,3.0,0.0,7421,80,1.4148091550618709,0.16548208467525435
243,48,F,1,Unknown,Single,$120K +,Silver,47,3,4,3,23675.418473015176,958,22717.418473015176,0.4711025333204657,5002,79,0.4424209807239171,0.1844697342726888
244,41,M,3,Uneducated,Married,$40K - $60K,Blue,26,4,4,0,1438.3,0,1438.3,2.3016728332609615,2725,39,0.0,0.3481855847491252
245,60,M,1,Graduate,Single,$80K - $120K,Blue,26,3,4,5,13747.920038277858,0,13747.920038277858,0.6277922778754378,2762,26,0.43344373468336006,0.6214991729268828
246,38,F,0,Graduate,Married,$40K - $60K,Blue,34,4,1,1,23821.65728126053,450,23371.65728126053,0.60174844784179,3143,48,0.0,0.3872515564160035
247,50,M,3,High School,Married,$40K - $60K,Blue,32,5,6,0,3422.0696870162137,758,2664.0696870162137,0.867883383438363,4828,58,0.0,0.0
248,46,M,3,Unknown,Unknown,Less than $40K,Blue,35,6,0,3,6376.620275004649,1075,5301.620275004649,0.0,6017,77,2.8076600861697276,0.0
249,40,F,1,Graduate,Single,$40K - $60K,Silver,32,2,2,3,22517.81090295247,2506,20011.81090295247,1.0203498010064942,5327,73,2.0714569396873013,0.18009283438416818
250,46,M,2,Uneducated,Married,Unknown,Blue,44,5,3,2,8654.638005954179,2517,6137.638005954179,1.5071173180783768,5882,72,1.6198833353632662,0.5617253506872613
251,38,M,2,Unknown,Married,Less than $40K,Blue,34,6,0,5,4785.69132033236,718,4067.69132033236,0.0,5511,55,1.613837736856822,0.0
252,39,F,4,College,Single,Less than $40K,Blue,48,3,0,5,1438.3,473,965.3,0.0,5634,78,3.141220710786967,0.23808752802679312
253,34,F,4,High School,Single,$120K +,Blue,38,2,4,3,6777.029900655882,168,6609.029900655882,0.4957315201062946,686,10,0.0,0.5031011056345853
254,53,F,1,Graduate,Married,$60K - $80K,Blue,34,3,3,1,23762.724448010253,1359,22403.724448010253,1.064138513612372,7773,96,1.4276948623875605,0.999
255,50,F,3,Unknown,Married,Less than $40K,Blue,44,6,3,1,16066.375404986728,1913,14153.375404986728,0.0,2322,34,1.5016663315154548,0.07904585883379737
256,38,F,3,Graduate,Unknown,$120K +,Blue,25,2,4,3,8182.553751133536,1441,6741.553751133536,2.3863491927594422,2973,49,0.0,0.5164600528596722
257,51,F,2,High School,Single,$60K - $80K,Blue,37,2,1,6,1438.3,1727,3.0,0.658592487718688,1969,29,1.786299280001241,0.07391149572527107
258,42,M,3,Graduate,Married,$80K - $120K,Blue,41,2,1,4,1438.3,0,1438.3,1.7540476887515206,2838,36,1.9657475280009042,0.0
259,54,M,5,Graduate,Married,$60K - $80K,Blue,28,6,6,2,2234.139829594097,1108,1126.1398295940971,0.7726103165520275,754,14,0.8660695977712338,0.15166997769624035
260,51,F,3,High School,Married,Less than $40K,Blue,34,3,4,3,13534.86936040486,478,13056.86936040486,2.25375048396817,3922,67,0.0,0.0
261,54,F,2,Graduate,Single,Unknown,Blue,28,2,1,3,10422.583739592914,390,10032.583739592914,0.4659104341652764,4183,54,1.500168422413975,0.24281946400975962
262,54,M,2,Graduate,Married,Less than $40K,Blue,34,4,1,2,14643.94585084588,97,14546.94585084588,0.807894457689377,1432,23,0.7376441091732742,0.0
263,37,F,1,Graduate,Single,Less than $40K,Blue,47,2,3,1,16111.183278327202,2362,13749.183278327202,0.46091757992368376,3822,50,0.8592570241737549,0.38606043496817743
264,45,F,2,Uneducated,Married,$40K - $60K,Blue,31,2,0,1,10681.964265590235,2301,8380.964265590235,1.2481035947276085,2342,35,0.0,0.21215421650431474
265,43,F,0,Graduate,Divorced,$80K - $120K,Blue,36,3,2,0,5235.731298806255,819,4416.731298806255,0.0,5593,76,0.0,0.0
266,32,M,3,Graduate,Married,$60K - $80K,Blue,21,3,0,2,5742.107279545027,617,5125.107279545027,1.862851299167931,2621,37,0.0,0.2972188195140889
267,43,F,5,High School,Married,$40K - $60K,Blue,35,4,4,4,11389.83521775437,811,10578.83521775437,0.0,3874,87,0.7106008733210145,0.4594157851267015
268,29,M,1,High School,Single,$40K - $60K,Silver,34,6,4,0,12288.503783239783,787,11501.503783239783,0.0,2265,48,1.6646381499665517,0.0
269,58,F,1,Uneducated,Married,Less than $40K,Blue,40,6,3,6,7937.462000371757,1058,6879.462000371757,0.0,2797,58,1.3417516313515456,0.16449191164123134
270,26,M,1,College,Single,Less than $40K,Blue,35,3,5,3,16318.2128553949,852,15466.2128553949,0.20579181164357585,3099,45,0.12822389561601522,0.5498551641900329
271,51,F,1,Uneducated,Single,$40K - $60K,Blue,38,3,5,0,13015.826384165262,566,12449.826384165262,0.0,3735,66,0.0,0.0
272,51,M,2,Uneducated,Single,Less than $40K,Blue,30,5,5,5,1438.3,150,1288.3,1.4082418591758015,3648,58,0.32535608393770066,0.12114271916897609
273,56,F,2,College,Married,$60K - $80K,Blue,51,2,3,3,31462.842461733868,1680,29782.842461733868,0.3323015104526584,5234,68,0.0,0.0
274,46,F,3,High School,Married,Less than $40K,Blue,46,3,1,4,2096.062216559266,0,2096.062216559266,0.9757077738008701,5934,65,1.0081985147709518,0.14522502504822624
275,56,M,3,Graduate,Single,$120K +,Silver,38,3,1,4,18993.47787387112,0,18993.47787387112,0.3310466910537579,601,10,1.1107053734521717,0.0
276,38,M,3,High School,Unknown,$80K - $120K,Blue,13,4,0,0,7168.058298462701,185,6983.058298462701,1.6628468565911516,525,10,1.3386069553114073,0.19824713368822522
277,37,F,0,High School,Single,Less than $40K,Blue,46,3,3,3,5825.138013417356,867,4958.138013417356,1.1143237280397593,3216,61,0.0,0.0
278,47,M,1,Graduate,Married,$80K - $120K,Blue,45,3,0,3,14830.020067715632,0,14830.020067715632,1.8428392417888921,5646,71,0.0,0.1176692221593964
279,48,M,5,Graduate,Single,$80K - $120K,Blue,56,3,1,1,10135.08166845586,1968,8167.0816684558595,0.0,2400,32,0.34352977607400076,0.0
280,43,M,1,High School,Married,$60K - $80K,Blue,41,3,1,6,1438.3,0,1438.3,0.5002747414638553,3451,56,0.08508794434544042,0.3716390512197333
281,38,M,0,College,Married,Less than $40K,Blue,36,1,1,6,24120.294441505663,0,24120.294441505663,0.14293658677189214,4789,70,0.0,0.41566765797933
282,46,M,2,Graduate,Divorced,$40K - $60K,Blue,42,3,3,3,9294.909352095554,0,9294.909352095554,0.42976384236393034,3231,58,2.2515585916788634,0.40111504967379275
283,55,F,2,Graduate,Unknown,Unknown,Blue,48,4,5,4,16253.768981911808,689,15564.768981911808,0.6244353374213956,4989,76,1.2626299247032922,0.0
284,56,F,4,Graduate,Single,$60K - $80K,Gold,43,3,4,2,1438.3,0,1438.3,0.3703850480825276,772,10,1.0647463861473794,0.03326115844804001
285,53,M,0,Unknown,Married,Unknown,Blue,28,4,2,3,11295.12899812743,1075,10220.12899812743,0.014434437186726434,5805,78,0.2971535541094248,0.6240198730394383
286,35,M,0,Unknown,Single,Less than $40K,Blue,28,3,4,5,7959.528628712464,417,7542.528628712464,0.05085043628839192,4914,63,2.821787013589901,0.46077795518454695
287,40,F,1,College,Single,$80K - $120K,Blue,24,4,2,4,5389.966430630065,0,5389.966430630065,0.38030947087553807,6133,80,0.5965172880652373,0.06648183446148151
288,55,M,3,Unknown,Single,$60K - $80K,Blue,47,5,0,0,19061.79687519688,1293,17768.79687519688,2.7365324349884568,2074,45,0.0,0.22643804458952047
289,47,M,5,Unknown,Divorced,Less than $40K,Blue,43,2,1,4,1438.3,541,897.3,1.755341172797894,2674,55,1.3517298929953936,0.1251520587073002
290,32,F,4,High School,Married,$40K - $60K,Blue,35,6,3,2,16370.248287136894,1503,14867.248287136894,0.7883655300329381,3819,82,2.024922568064113,0.0
291,38,M,1,High School,Married,$60K - $80K,Blue,30,6,4,0,20616.405384362086,665,19951.405384362086,1.2606370454190556,4968,86,0.3731231562999817,0.2284033159725526
292,45,M,2,Uneducated,Single,$80K - $120K,Blue,45,4,1,2,1438.3,107,1331.3,0.2890384629134087,5296,54,1.8652428002793986,0.0158115618445277
293,62,F,0,Graduate,Unknown,$80K - $120K,Blue,42,3,2,1,1438.3,1827,3.0,0.41494619102668917,4363,64,0.0,0.4143777471221953
294,46,F,3,Unknown,Single,$80K - $120K,Blue,38,4,5,3,3922.273712820159,0,3922.273712820159,0.04427974856610584,4758,69,0.19834947572951,0.028646367483250668
295,46,F,3,Uneducated,Unknown,$80K - $120K,Blue,28,2,3,4,8379.569224432256,2517,5862.569224432256,1.197790544038349,5480,64,2.2071292813837373,0.2520892786833355
296,52,M,0,Unknown,Married,Less than $40K,Blue,32,5,4,5,1438.3,0,1438.3,1.3205959604106514,3171,57,0.0,0.0
297,46,M,4,Graduate,Married,Less than $40K,Blue,48,5,4,0,10813.477979395879,755,10058.477979395879,0.0,2483,39,1.1960006612040661,0.0
298,31,M,0,Uneducated,Married,$60K - $80K,Blue,30,5,5,1,13812.547770443332,2161,11651.547770443332,0.0,945,16,0.48459459841306457,0.610385459357675
299,47,M,0,Uneducated,Married,Less than $40K,Blue,27,4,3,1,1438.3,477,961.3,2.2910414820386134,510,10,1.1523978565067883,0.3271839703949626
300,53,F,5,Unknown,Married,$40K - $60K,Blue,52,4,1,1,1438.3,0,1438.3,1.9131793387965057,781,13,0.409132520312827,0.018527069075115532
301,39,F,4,Uneducated,Single,$60K - $80K,Blue,34,2,4,2,8462.881126556098,319,8143.881126556098,0.0,3231,75,1.2332205369796672,0.0
302,43,F,1,Graduate,Single,$80K - $120K,Blue,44,3,5,5,9889.491271985538,0,9889.491271985538,0.9240177668812652,3186,37,1.7942760322797915,0.17462625322210992
303,60,F,2,High School,Married,$80K - $120K,Silver,45,5,0,3,7076.656064656644,535,6541.656064656644,0.5149429725782497,3328,60,0.0,0.6422696532033809
304,51,M,2,High School,Married,Less than $40K,Blue,31,5,2,5,18981.943625962205,179,18802.943625962205,0.7202681752775207,2164,27,0.9488821612029708,0.0
305,49,M,3,High School,Married,$80K - $120K,Blue,31,1,0,3,4425.027992282931,1069,3356.0279922829313,1.0629370290501559,1806,40,0.0,0.09897593282187295
306,40,M,5,Graduate,Married,Less than $40K,Blue,31,2,6,6,5430.097535883861,0,5430.097535883861,2.099828943491999,2011,45,2.6342876730056504,0.41344558404419696
307,45,F,1,High School,Single,$40K - $60K,Blue,27,5,1,0,1438.3,1180,258.29999999999995,1.2934206250202793,3163,48,0.0,0.712812510525382
308,26,M,0,Post-Graduate,Single,Less than $40K,Silver,45,3,4,5,12500.850726874582,2069,10431.850726874582,0.0,3119,48,0.4437650995494963,0.0
309,50,F,3,Uneducated,Married,$40K - $60K,Blue,43,4,0,4,4318.570499710621,0,4318.570499710621,0.0,5988,85,0.0,0.1711401281509167
310,57,F,0,College,Single,$40K - $60K,Blue,36,2,2,2,15861.324098449082,763,15098.324098449082,1.7182878599692715,1509,21,0.0,0.0
311,47,M,2,Uneducated,Married,Less than $40K,Blue,40,5,0,2,11165.566531029675,0,11165.566531029675,1.6468837308646318,2834,51,0.0,0.5563511555901586
312,40,F,3,Graduate,Married,Less than $40K,Blue,33,3,1,5,1438.3,552,886.3,1.0476262944041455,3129,56,0.1562793515187223,0.0
313,33,M,3,Graduate,Married,$40K - $60K,Blue,44,3,2,3,2770.0962081226326,931,1839.0962081226326,0.26611321879231775,1440,26,0.9866308434868682,0.0
314,41,M,3,Graduate,Married,$40K - $60K,Blue,37,4,6,4,11932.91078266846,2100,9832.91078266846,0.855632173899399,902,10,0.497886007078779,0.2973909824604152
